Bird name,Species,#1,#2,#3,#4,#5
BCC_M01,BCC,0.07676328499999999,0.13382922999999997,0.14347022,0.07138402499999999,0.09694332000000001
BCC_M03,BCC,0.045393247368421055,0.15914682105263156,0.10687430526315789,0.08158645789473684,0.1929534947368421
BCC_M08,BCC,0.0732915425,0.0822556775,0.1457965075,0.1142741575,0.146045305
BCC_M09,BCC,0.0421614625,0.18330824583333336,0.09705410416666667,0.06678664583333334,0.11872154166666667
BCC_M11,BCC,0.3060713161290323,0.36110998387096777,0.16527202258064513,0.1333290387096774,0.10352027741935484
BCC_M19,BCC,0.055345975,0.13654449999999999,0.08037538541666667,0.06599785625,0.08694084791666667
BCC_M21,BCC,0.07219117623318384,0.09134232376681616,0.18594966143497757,0.1004921659192825,0.10947262107623319
BCC_M22,BCC,0.11090715714285715,0.14143027619047618,0.16933824285714288,0.24090809523809525,0.10799797619047617
BF_brn24pnk13,BF,0.05254327272727273,0.0691695,0.0968862,0.09497691818181818,0.09714286363636364
BF_brn25pnk14,BF,0.05016175199999999,0.06670839199999999,0.061468496000000004,0.086040864,0.09333208800000001
BF_brn35pnk21,BF,0.053674372000000005,0.055759628,0.06209796400000001,0.059964616,0.057941044000000004
BF_brn36pnk24,BF,0.04542340344827587,0.05093674482758621,0.04900539655172414,0.05178511724137931,0.05217764827586207
BF_org27ylw19,BF,0.046424476666666666,0.06427606333333333,0.06145900000000001,0.06597145333333333,0.06221064666666667
JF_red28blu13,JF,0.03213738214285715,0.06390737857142857,0.0787251142857143,0.2659183714285714,0.32374754642857145
JF_ylw14gry00,JF,0.08874020555555556,0.10000121666666667,0.09404758555555554,0.07996217222222222,0.08548374111111112
JF_ylw20gry09,JF,0.0692176875,0.10718167083333334,0.08105277083333333,0.05104217083333334,0.0343632
JF_ylw22gry08,JF,0.055832588,0.064627708,0.05604598399999999,0.054385960000000004,0.043422376
JF_ylw25gry11,JF,0.054036259999999996,0.05491326999999999,0.055109853333333327,0.05722561666666666,0.09016142666666666
ZF_grn21org41,ZF,0.08889461360544218,0.10202836326530611,0.10248229455782314,0.09759916472789117,0.09834988503401361
ZF_org01wht58,ZF,0.0759724484375,0.0678418484375,0.077834825,0.13676655937499999,0.1480116484375
ZF_org11pnk05,ZF,0.07494328426966292,0.07477668202247191,0.06867374382022472,0.0651184179775281,0.083669997752809
ZF_pnk93pnk91,ZF,0.08671768333333334,0.09331420416666665,0.09087584791666665,0.10172356458333333,0.09557325
ZF_red15ylw15,ZF,0.03442723908045976,0.044639142528735624,0.051389740229885045,0.07063906781609194,0.11876871724137927
ZF_red77pnk45,ZF,0.0847703063063063,0.0863475846846847,0.09373292972972973,0.10014262882882882,0.08765106576576577
ZF_ylw67brn42,ZF,0.07099797868852457,0.08190514098360657,0.12296900000000001,0.1385532016393443,0.1755656016393443
ZF_ylw95ylw29,ZF,0.07005189152542372,0.07619737966101696,0.08394250508474575,0.08759214237288135,0.08536145762711865
