0,0,Start,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pink93pink91_180517131359.wav,1,i,398.753,485.431,0.086678,2676.67,-1.90528,20.2519,181.393,47.8708,-0.0341192,0.366619,,0.00148723
pink93pink91_180517131359.wav,2,i,627.46,713.776,0.0863152,3144.7,-1.70987,23.9332,196.556,48.3705,-0.0402762,0.316251,,0.00235447
pink93pink91_180517131359.wav,3,i,818.163,911.349,0.0931859,3245.72,-1.74519,28.3933,190.55,47.5796,-0.0350432,0.942752,,0.00566061
pink93pink91_180517131359.wav,4,a,947.846,1036.72,0.0888776,4183.03,-1.26089,29.84,125.933,49.6197,-0.0536343,0.525609,,0.00860429
pink93pink91_180517131359.wav,5,b,1074.72,1160.92,0.0862018,3796.94,-1.63531,30.5284,111.559,62.4269,-0.0288934,0.68294,,0.00765697
pink93pink91_180517131359.wav,6,i,2998.03,3082.66,0.0846372,2990.07,-1.67154,23.6758,190.651,48.2233,-0.0378747,0.704282,,0.00251683
pink93pink91_180517131359.wav,7,i,3166.21,3260.15,0.0939342,3551.66,-1.79273,28.6812,164.743,49.9743,-0.0437356,0.868855,,0.00528414
pink93pink91_180517131359.wav,8,a,3301.5,3390.33,0.0888322,3836.11,-1.32319,28.9294,131.277,54.7523,-0.0499579,0.68574,,0.00789615
pink93pink91_180517131359.wav,9,b,3429.25,3528.88,0.0996259,3452.11,-1.71696,27.7608,88.1828,54.1298,-0.0389588,0.626323,,0.0069805
pink93pink91_180517131359.wav,10,s,3693.67,3782.78,0.0891043,4050.99,-2.12721,30.3408,281.179,30.3555,-0.0231711,0.504645,,0.00726757
pink93pink91_180517131359.wav,11,h,3818.98,3899.17,0.0801927,3850.45,-1.80364,32.4396,198.881,45.7718,-0.0261533,0.314374,,0.0138449
pink93pink91_180517131359.wav,12,H,3925.31,4035.14,0.10983,4617.97,-1.86283,38.8904,290.137,41.8618,-0.0300609,0.450291,,0.0143256
0,0,End,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pink93pink91_180517131406.wav,1,i,2993.4,3082.78,0.0893764,3051.27,-1.96864,23.4297,192.395,47.9403,-0.0281586,0.499255,,0.00323326
pink93pink91_180517131406.wav,2,i,3154.42,3249.13,0.0947052,3518.02,-1.76441,29.4603,158.391,47.5762,-0.0380898,1.03091,,0.0062529
